"","binID","start","cata","aRead","bRead","aNorm","bNorm"
"9439","chrY_84710700","84710600",2,5,3,50,15.7894737
"17321","chrY_84710800","84710700",3,10,16,37.037037,44.4444444
"9440","chrY_84710800","84710700",2,15,17,55.5555555,47.2222222
"3284","chrY_84710800","84710700",1,2,3,7.4074074,8.3333333
"17322","chrY_84714300","84714200",3,20,24,100,100
"17323","chrY_84714500","84714400",3,13,23,100,100
"17324","chrY_84715200","84715100",3,8,11,72.7272727,78.5714286
"9441","chrY_84715200","84715100",2,3,3,27.2727273,21.4285714
"17325","chrY_84716200","84716100",3,42,55,79.245283,77.4647887
"9442","chrY_84716200","84716100",2,6,9,11.3207547,12.6760563
"3285","chrY_84716200","84716100",1,5,7,9.4339623,9.8591549
"17326","chrY_84725400","84725300",3,3,4,30,36.3636364
"9443","chrY_84725400","84725300",2,2,4,20,36.3636364
"3286","chrY_84725400","84725300",1,5,3,50,27.2727273
"17327","chrY_84751700","84751600",3,10,16,52.6315789,69.5652174
"9444","chrY_84751700","84751600",2,6,6,31.5789474,26.0869565
"3287","chrY_84751700","84751600",1,3,1,15.7894737,4.3478261
"17328","chrY_84775800","84775700",3,7,6,43.75,40
"9445","chrY_84775800","84775700",2,5,7,31.25,46.6666667
"3288","chrY_84775800","84775700",1,4,2,25,13.3333333
"17329","chrY_84860300","84860200",3,5,2,45.4545455,16.6666667
"9446","chrY_84860300","84860200",2,3,7,27.2727273,58.3333333
"3289","chrY_84860300","84860200",1,3,3,27.2727273,25
"17330","chrY_84876700","84876600",3,13,8,100,100
"17331","chrY_84878900","84878800",3,10,12,100,100
"17332","chrY_84881700","84881600",3,15,25,78.9473684,83.3333333
"9447","chrY_84881700","84881600",2,4,5,21.0526316,16.6666667
"17333","chrY_84882000","84881900",3,12,10,80,62.5
"9448","chrY_84882000","84881900",2,3,6,20,37.5
"17334","chrY_84882100","84882000",3,2,4,20,40
"9449","chrY_84882100","84882000",2,4,4,40,40
"3290","chrY_84882100","84882000",1,4,2,40,20
"17335","chrY_84890300","84890200",3,6,8,75,66.6666667
"9450","chrY_84890300","84890200",2,2,4,25,33.3333333
"17336","chrY_84890800","84890700",3,35,48,99.9999999,92.3076923
"9451","chrY_84890800","84890700",2,0,4,0,7.6923077
"17337","chrY_84912100","84912000",3,13,13,61.9047619,36.1111111
"9452","chrY_84912100","84912000",2,3,18,14.2857143,50
"3291","chrY_84912100","84912000",1,5,5,23.8095238,13.8888889
"17338","chrY_84913100","84913000",3,10,38,62.5,76
"9453","chrY_84913100","84913000",2,4,6,25,12
"3292","chrY_84913100","84913000",1,2,6,12.5,12
"17339","chrY_84914900","84914800",3,15,12,60,60
"9454","chrY_84914900","84914800",2,3,8,12,40
"3293","chrY_84914900","84914800",1,7,0,28,0
"17340","chrY_84915200","84915100",3,10,11,100,100
"17341","chrY_84915700","84915600",3,5,4,35.7142857,21.0526316
"9455","chrY_84915700","84915600",2,6,11,42.8571428,57.8947369
"3294","chrY_84915700","84915600",1,3,4,21.4285714,21.0526316
"17342","chrY_84919600","84919500",3,10,12,58.8235294,50
"9456","chrY_84919600","84919500",2,5,10,29.4117647,41.6666667
"3295","chrY_84919600","84919500",1,2,2,11.7647059,8.3333333
"17343","chrY_84922500","84922400",3,20,13,68.9655172,46.4285714
"9457","chrY_84922500","84922400",2,7,13,24.137931,46.4285715
"3296","chrY_84922500","84922400",1,2,2,6.8965517,7.1428571
"17344","chrY_84922600","84922500",3,8,7,100,100
"17345","chrY_84924400","84924300",3,11,13,73.3333333,86.6666667
"9458","chrY_84924400","84924300",2,4,2,26.6666667,13.3333333
"17346","chrY_84926200","84926100",3,9,10,90,71.4285714
"9459","chrY_84926200","84926100",2,1,4,10,28.5714286
"17347","chrY_84934300","84934200",3,40,50,93.0232558,84.7457627
"9460","chrY_84934300","84934200",2,3,9,6.9767442,15.2542373
"17348","chrY_84934400","84934300",3,19,20,100,100
"17349","chrY_84936200","84936100",3,7,10,77.7777778,50
"9461","chrY_84936200","84936100",2,2,10,22.2222222,50
"17350","chrY_84954500","84954400",3,3,4,33.3333333,80
"9462","chrY_84954500","84954400",2,6,1,66.6666667,20
"17351","chrY_84956100","84956000",3,19,21,70.3703704,87.5
"9463","chrY_84956100","84956000",2,4,3,14.8148148,12.5
"3297","chrY_84956100","84956000",1,4,0,14.8148148,0
"17352","chrY_84969700","84969600",3,19,16,90.4761905,76.1904762
"9464","chrY_84969700","84969600",2,2,5,9.5238095,23.8095238
"17353","chrY_84969900","84969800",3,16,17,100,100
"17354","chrY_84970600","84970500",3,17,20,94.4444444,71.4285714
"9465","chrY_84970600","84970500",2,1,8,5.5555556,28.5714286
"17355","chrY_84973200","84973100",3,12,14,100,100
"17356","chrY_85042500","85042400",3,11,5,61.1111111,25
"9466","chrY_85042500","85042400",2,3,5,16.6666667,25
"3298","chrY_85042500","85042400",1,4,10,22.2222222,50
"17357","chrY_85088900","85088800",3,19,24,100,100
"17358","chrY_85089400","85089300",3,9,12,100,100
"17359","chrY_85089500","85089400",3,5,19,38.4615385,59.375
"9467","chrY_85089500","85089400",2,6,10,46.1538462,31.25
"3299","chrY_85089500","85089400",1,2,3,15.3846154,9.375
"17360","chrY_85094100","85094000",3,13,12,72.2222222,70.5882353
"9468","chrY_85094100","85094000",2,5,5,27.7777778,29.4117647
"17361","chrY_85095600","85095500",3,5,8,100,100
"17362","chrY_85095700","85095600",3,8,12,100,100
"17363","chrY_85095800","85095700",3,24,31,100,100
"17364","chrY_85101100","85101000",3,4,10,28.5714286,37.037037
"9469","chrY_85101100","85101000",2,8,15,57.1428572,55.5555555
"3300","chrY_85101100","85101000",1,2,2,14.2857143,7.4074074
"9470","chrY_85101200","85101100",2,4,9,50,60
"3301","chrY_85101200","85101100",1,4,6,50,40
"17365","chrY_85128500","85128400",3,7,11,100,100
"17366","chrY_85141000","85140900",3,14,8,100,100
"17367","chrY_85151300","85151200",3,7,11,63.6363636,84.6153846
"9471","chrY_85151300","85151200",2,4,2,36.3636364,15.3846154
"17368","chrY_85151400","85151300",3,18,11,40,18.9655172
"9472","chrY_85151400","85151300",2,18,44,40,75.8620689
"3302","chrY_85151400","85151300",1,9,3,20,5.1724138
"17369","chrY_85154400","85154300",3,7,5,36.8421053,41.6666667
"9473","chrY_85154400","85154300",2,12,7,63.1578947,58.3333333
"17370","chrY_85170400","85170300",3,9,6,60,50
"9474","chrY_85170400","85170300",2,6,6,40,50
"17371","chrY_85170700","85170600",3,11,15,52.3809524,65.2173913
"9475","chrY_85170700","85170600",2,8,5,38.0952381,21.7391305
"3303","chrY_85170700","85170600",1,2,3,9.5238095,13.0434783
"17372","chrY_85188800","85188700",3,17,35,62.962963,64.8148148
"9476","chrY_85188800","85188700",2,9,16,33.3333333,29.6296296
"3304","chrY_85188800","85188700",1,1,3,3.7037037,5.5555556
"17373","chrY_85199300","85199200",3,12,15,54.5454545,71.4285714
"9477","chrY_85199300","85199200",2,8,4,36.3636364,19.047619
"3305","chrY_85199300","85199200",1,2,2,9.0909091,9.5238095
"17374","chrY_85206600","85206500",3,9,5,75,55.5555556
"9478","chrY_85206600","85206500",2,3,4,25,44.4444444
"17375","chrY_85218200","85218100",3,6,7,30,26.9230769
"9479","chrY_85218200","85218100",2,10,15,50,57.6923077
"3306","chrY_85218200","85218100",1,4,4,20,15.3846154
"17376","chrY_85245900","85245800",3,24,23,100,100
"17377","chrY_85408200","85408100",3,17,22,80.952381,75.862069
"9480","chrY_85408200","85408100",2,1,3,4.7619048,10.3448276
"3307","chrY_85408200","85408100",1,3,4,14.2857143,13.7931034
"17378","chrY_85529000","85528900",3,10,4,66.6666667,50
"9481","chrY_85529000","85528900",2,5,4,33.3333333,50
"17379","chrY_85606400","85606300",3,12,19,100,100
"17380","chrY_85635800","85635700",3,27,28,39.7058824,31.8181818
"9482","chrY_85635800","85635700",2,19,33,27.9411764,37.5
"3308","chrY_85635800","85635700",1,22,27,32.3529412,30.6818182
"17381","chrY_85635900","85635800",3,53,50,39.2592593,31.25
"9483","chrY_85635900","85635800",2,51,74,37.7777778,46.25
"3309","chrY_85635900","85635800",1,31,36,22.962963,22.5
"17382","chrY_85768700","85768600",3,18,12,75,63.1578947
"9484","chrY_85768700","85768600",2,3,5,12.5,26.3157895
"3310","chrY_85768700","85768600",1,3,2,12.5,10.5263158
"17383","chrY_85967100","85967000",3,10,8,41.6666667,32
"9485","chrY_85967100","85967000",2,10,13,41.6666667,52
"3311","chrY_85967100","85967000",1,4,4,16.6666667,16
"17384","chrY_85972500","85972400",3,18,9,90,60
"9486","chrY_85972500","85972400",2,2,6,10,40
"17385","chrY_85980400","85980300",3,13,24,100,100
"17386","chrY_85980800","85980700",3,19,8,100,100
"17387","chrY_86008800","86008700",3,14,29,77.7777778,63.0434783
"9487","chrY_86008800","86008700",2,4,17,22.2222222,36.9565217
"17388","chrY_86009000","86008900",3,32,16,80,43.2432432
"9488","chrY_86009000","86008900",2,8,21,20,56.7567567
"17389","chrY_86013400","86013300",3,10,20,71.4285714,80
"9489","chrY_86013400","86013300",2,4,5,28.5714286,20
"17390","chrY_86015400","86015300",3,13,21,68.4210526,80.7692308
"9490","chrY_86015400","86015300",2,6,5,31.5789474,19.2307692
"17391","chrY_86015500","86015400",3,19,29,70.3703704,76.3157895
"9491","chrY_86015500","86015400",2,8,9,29.6296296,23.6842105
"17392","chrY_86025300","86025200",3,19,11,50,40.7407407
"9492","chrY_86025300","86025200",2,19,16,50,59.2592592
"17393","chrY_86027400","86027300",3,11,10,100,100
"17394","chrY_86029300","86029200",3,11,22,61.1111111,59.4594595
"9493","chrY_86029300","86029200",2,7,15,38.8888889,40.5405405
"17395","chrY_86029700","86029600",3,8,10,100,100
"17396","chrY_86035300","86035200",3,5,7,31.25,24.137931
"9494","chrY_86035300","86035200",2,11,22,68.75,75.862069
"17397","chrY_86068100","86068000",3,6,12,28.5714286,50
"9495","chrY_86068100","86068000",2,4,4,19.047619,16.6666667
"3312","chrY_86068100","86068000",1,11,8,52.3809524,33.3333333
"17398","chrY_86097300","86097200",3,18,25,85.7142857,80.6451613
"9496","chrY_86097300","86097200",2,3,6,14.2857143,19.3548387
"17399","chrY_86122600","86122500",3,2,5,18.1818182,41.6666667
"9497","chrY_86122600","86122500",2,6,6,54.5454546,50
"3313","chrY_86122600","86122500",1,3,1,27.2727273,8.3333333
"17400","chrY_86166600","86166500",3,3,3,21.4285714,23.0769231
"9498","chrY_86166600","86166500",2,8,4,57.1428571,30.7692308
"3314","chrY_86166600","86166500",1,3,6,21.4285714,46.1538462
"17401","chrY_86190500","86190400",3,5,8,55.5555556,50
"9499","chrY_86190500","86190400",2,4,8,44.4444444,50
"17402","chrY_86190700","86190600",3,4,9,40,75
"9500","chrY_86190700","86190600",2,6,3,60,25
"17403","chrY_86191000","86190900",3,4,5,30.7692308,50
"9501","chrY_86191000","86190900",2,9,5,69.2307692,50
"17404","chrY_86194900","86194800",3,5,5,45.4545455,35.7142857
"9502","chrY_86194900","86194800",2,6,9,54.5454546,64.2857143
"17405","chrY_86196200","86196100",3,13,15,50,60
"9503","chrY_86196200","86196100",2,12,5,46.1538462,20
"3315","chrY_86196200","86196100",1,1,5,3.8461538,20
"17406","chrY_86203000","86202900",3,12,5,100,100
"17407","chrY_86209300","86209200",3,8,11,66.6666667,64.7058824
"9504","chrY_86209300","86209200",2,2,4,16.6666667,23.5294118
"3316","chrY_86209300","86209200",1,2,2,16.6666667,11.7647059
"17408","chrY_86225200","86225100",3,9,12,100,100
"17409","chrY_86232300","86232200",3,1,16,9.0909091,76.1904762
"9505","chrY_86232300","86232200",2,7,4,63.6363637,19.047619
"3317","chrY_86232300","86232200",1,3,1,27.2727273,4.7619048
"17410","chrY_86234900","86234800",3,11,7,100,100
"17411","chrY_86235000","86234900",3,9,11,100,100
"17412","chrY_86235100","86235000",3,8,10,80,66.6666667
"9506","chrY_86235100","86235000",2,2,5,20,33.3333333
"17413","chrY_86237800","86237700",3,9,8,100,100
"17414","chrY_86241200","86241100",3,7,3,70,10.3448276
"9507","chrY_86241200","86241100",2,2,15,20,51.7241379
"3318","chrY_86241200","86241100",1,1,11,10,37.9310345
"17415","chrY_86242700","86242600",3,10,11,83.3333333,84.6153846
"9508","chrY_86242700","86242600",2,2,2,16.6666667,15.3846154
"17416","chrY_86244600","86244500",3,16,10,94.1176471,76.9230769
"9509","chrY_86244600","86244500",2,1,3,5.8823529,23.0769231
"17417","chrY_86250000","86249900",3,10,19,58.8235294,82.6086957
"9510","chrY_86250000","86249900",2,7,4,41.1764706,17.3913043
"17418","chrY_86250700","86250600",3,9,9,69.2307692,81.8181818
"9511","chrY_86250700","86250600",2,4,2,30.7692308,18.1818182
"17419","chrY_86250800","86250700",3,9,19,100,100
"17420","chrY_86252600","86252500",3,6,9,100,100
"17421","chrY_86271200","86271100",3,9,13,90,76.4705882
"9512","chrY_86271200","86271100",2,1,4,10,23.5294118
"17422","chrY_86281900","86281800",3,10,15,100,100
"17423","chrY_86287400","86287300",3,8,10,80,76.9230769
"9513","chrY_86287400","86287300",2,2,3,20,23.0769231
"17424","chrY_86288200","86288100",3,11,20,78.5714286,95.2380952
"9514","chrY_86288200","86288100",2,3,1,21.4285714,4.7619048
"17425","chrY_86306000","86305900",3,10,3,43.4782609,23.0769231
"9515","chrY_86306000","86305900",2,11,7,47.826087,53.8461538
"3319","chrY_86306000","86305900",1,2,3,8.6956522,23.0769231
"17426","chrY_86325800","86325700",3,4,6,28.5714286,35.2941176
"9516","chrY_86325800","86325700",2,10,5,71.4285715,29.4117647
"3320","chrY_86325800","86325700",1,0,6,0,35.2941176
"17427","chrY_86328200","86328100",3,12,8,44.4444444,40
"9517","chrY_86328200","86328100",2,12,10,44.4444444,50
"3321","chrY_86328200","86328100",1,3,2,11.1111111,10
"17428","chrY_86334200","86334100",3,6,15,30,71.4285714
"9518","chrY_86334200","86334100",2,14,6,70,28.5714285
"17429","chrY_86335600","86335500",3,13,19,100,100
"17430","chrY_86368100","86368000",3,2,4,18.1818182,36.3636364
"3322","chrY_86368100","86368000",1,9,7,81.8181818,63.6363636
"17431","chrY_86393300","86393200",3,5,4,35.7142857,15.3846154
"9519","chrY_86393300","86393200",2,7,19,50,73.0769231
"3323","chrY_86393300","86393200",1,2,3,14.2857143,11.5384615
"17432","chrY_86396100","86396000",3,13,20,76.4705882,83.3333333
"9520","chrY_86396100","86396000",2,2,2,11.7647059,8.3333333
"3324","chrY_86396100","86396000",1,2,2,11.7647059,8.3333333
"17433","chrY_86396300","86396200",3,7,10,100,100
"17434","chrY_86399400","86399300",3,4,5,36.3636364,38.4615385
"9521","chrY_86399400","86399300",2,7,8,63.6363637,61.5384616
"17435","chrY_86412400","86412300",3,8,13,61.5384616,100
"9522","chrY_86412400","86412300",2,5,0,38.4615385,0
"17436","chrY_86456500","86456400",3,8,7,80,58.3333333
"9523","chrY_86456500","86456400",2,2,5,20,41.6666667
"17437","chrY_86463200","86463100",3,3,6,33.3333333,46.1538462
"9524","chrY_86463200","86463100",2,4,5,44.4444444,38.4615385
"3325","chrY_86463200","86463100",1,2,2,22.2222222,15.3846154
"17438","chrY_86470600","86470500",3,9,15,69.2307692,75
"9525","chrY_86470600","86470500",2,4,5,30.7692308,25
"17439","chrY_86481300","86481200",3,14,7,87.5,63.6363636
"9526","chrY_86481300","86481200",2,2,4,12.5,36.3636364
"17440","chrY_86483700","86483600",3,17,15,77.2727273,83.3333333
"9527","chrY_86483700","86483600",2,5,3,22.7272727,16.6666667
"17441","chrY_86492800","86492700",3,3,4,30,26.6666667
"9528","chrY_86492800","86492700",2,5,5,50,33.3333334
"3326","chrY_86492800","86492700",1,2,6,20,40
"17442","chrY_86507800","86507700",3,14,6,82.3529412,46.1538462
"9529","chrY_86507800","86507700",2,3,7,17.6470588,53.8461538
"17443","chrY_86515000","86514900",3,5,3,50,25
"9530","chrY_86515000","86514900",2,5,9,50,75
"17444","chrY_86520700","86520600",3,20,25,100,86.2068966
"9531","chrY_86520700","86520600",2,0,4,0,13.7931034
"17445","chrY_86520800","86520700",3,30,40,93.75,93.0232559
"9532","chrY_86520800","86520700",2,2,3,6.25,6.9767442
"17446","chrY_86521400","86521300",3,10,10,100,100
"17447","chrY_86522100","86522000",3,13,24,100,100
"17448","chrY_86522200","86522100",3,10,9,100,100
"17449","chrY_86522300","86522200",3,40,30,100,100
"17450","chrY_86522400","86522300",3,8,19,72.7272727,82.6086957
"9533","chrY_86522400","86522300",2,3,4,27.2727273,17.3913043
"17451","chrY_86522500","86522400",3,43,40,100.0000001,100
"17452","chrY_86556100","86556000",3,12,16,66.6666667,72.7272727
"9534","chrY_86556100","86556000",2,6,6,33.3333333,27.2727273
"17453","chrY_86557200","86557100",3,16,15,100,78.9473684
"9535","chrY_86557200","86557100",2,0,4,0,21.0526316
"17454","chrY_86557400","86557300",3,8,19,61.5384615,61.2903226
"9536","chrY_86557400","86557300",2,5,12,38.4615385,38.7096774
"17455","chrY_86558800","86558700",3,8,9,80,60
"9537","chrY_86558800","86558700",2,2,6,20,40
"17456","chrY_86563900","86563800",3,24,26,100,100
"17457","chrY_86564000","86563900",3,14,16,100,100
"17458","chrY_86565300","86565200",3,9,17,90,70.8333333
"3327","chrY_86565300","86565200",1,1,7,10,29.1666667
"17459","chrY_86565600","86565500",3,10,23,71.4285714,71.875
"9538","chrY_86565600","86565500",2,4,9,28.5714286,28.125
"17460","chrY_86565700","86565600",3,5,3,71.4285714,33.3333333
"9539","chrY_86565700","86565600",2,2,6,28.5714286,66.6666667
"17461","chrY_86567000","86566900",3,14,26,100,100
"17462","chrY_86567100","86567000",3,14,31,63.6363636,62
"9540","chrY_86567100","86567000",2,8,14,36.3636364,28
"3328","chrY_86567100","86567000",1,0,5,0,10
"17463","chrY_86567200","86567100",3,9,13,81.8181818,68.4210526
"9541","chrY_86567200","86567100",2,2,6,18.1818182,31.5789474
"17464","chrY_86567900","86567800",3,3,7,100,100
"17465","chrY_86570100","86570000",3,17,14,77.2727273,82.3529412
"9542","chrY_86570100","86570000",2,5,3,22.7272727,17.6470588
"17466","chrY_86570200","86570100",3,23,18,100,100
"17467","chrY_86572600","86572500",3,12,10,100,100
"17468","chrY_86586400","86586300",3,11,22,100,100
"17469","chrY_86602500","86602400",3,1,6,9.0909091,60
"9543","chrY_86602500","86602400",2,5,1,45.4545455,10
"3329","chrY_86602500","86602400",1,5,3,45.4545455,30
"17470","chrY_86625500","86625400",3,8,9,72.7272727,60
"9544","chrY_86625500","86625400",2,3,2,27.2727273,13.3333333
"3330","chrY_86625500","86625400",1,0,4,0,26.6666667
"17471","chrY_86626000","86625900",3,5,18,27.7777778,46.1538462
"9545","chrY_86626000","86625900",2,11,15,61.1111111,38.4615384
"3331","chrY_86626000","86625900",1,2,6,11.1111111,15.3846154
"17472","chrY_86700000","86699900",3,10,6,62.5,85.7142857
"9546","chrY_86700000","86699900",2,6,1,37.5,14.2857143
"17473","chrY_86732800","86732700",3,4,9,57.1428571,90
"9547","chrY_86732800","86732700",2,3,1,42.8571429,10
"17474","chrY_86734300","86734200",3,18,11,81.8181818,73.3333333
"9548","chrY_86734300","86734200",2,4,0,18.1818182,0
"3332","chrY_86734300","86734200",1,0,4,0,26.6666667
"17475","chrY_86734400","86734300",3,8,5,28.5714286,38.4615385
"9549","chrY_86734400","86734300",2,6,6,21.4285715,46.1538462
"3333","chrY_86734400","86734300",1,14,2,50,15.3846154
"17476","chrY_86736200","86736100",3,16,12,84.2105263,80
"9550","chrY_86736200","86736100",2,3,3,15.7894737,20
"17477","chrY_86743400","86743300",3,31,41,96.875,91.1111111
"9551","chrY_86743400","86743300",2,1,4,3.125,8.8888889
"17478","chrY_86743900","86743800",3,12,14,100,100
"17479","chrY_86747600","86747500",3,14,21,100,100
"17480","chrY_86747700","86747600",3,12,9,100,64.2857143
"3334","chrY_86747700","86747600",1,0,5,0,35.7142857
"17481","chrY_86749100","86749000",3,18,12,81.8181818,85.7142857
"9552","chrY_86749100","86749000",2,4,2,18.1818182,14.2857143
"17482","chrY_86749200","86749100",3,9,12,64.2857143,92.3076923
"9553","chrY_86749200","86749100",2,5,1,35.7142857,7.6923077
"17483","chrY_86749300","86749200",3,11,12,100,99.9999999
"17484","chrY_86755100","86755000",3,5,10,23.8095238,40
"9554","chrY_86755100","86755000",2,6,7,28.5714286,28
"3335","chrY_86755100","86755000",1,10,8,47.6190476,32
"17485","chrY_86772700","86772600",3,12,6,66.6666667,40
"9555","chrY_86772700","86772600",2,6,9,33.3333333,60
"17486","chrY_86774600","86774500",3,9,13,75,44.8275862
"9556","chrY_86774600","86774500",2,3,10,25,34.4827586
"3336","chrY_86774600","86774500",1,0,6,0,20.6896552
"17487","chrY_86775100","86775000",3,3,5,30,50
"9557","chrY_86775100","86775000",2,3,3,30,30
"3337","chrY_86775100","86775000",1,4,2,40,20
"17488","chrY_86783000","86782900",3,20,33,54.0540541,67.3469388
"9558","chrY_86783000","86782900",2,14,15,37.8378378,30.6122449
"3338","chrY_86783000","86782900",1,3,1,8.1081081,2.0408163
"17489","chrY_86783100","86783000",3,20,22,62.5,88
"9559","chrY_86783100","86783000",2,12,3,37.5,12
"17490","chrY_86783200","86783100",3,19,19,63.3333333,55.8823529
"9560","chrY_86783200","86783100",2,5,5,16.6666667,14.7058823
"3339","chrY_86783200","86783100",1,6,10,20,29.4117647
"17491","chrY_86789400","86789300",3,10,14,100,100
"17492","chrY_86789600","86789500",3,8,9,100,100
"17493","chrY_86792400","86792300",3,3,3,27.2727273,25
"9561","chrY_86792400","86792300",2,8,9,72.7272727,75
"17494","chrY_86793000","86792900",3,18,41,64.2857143,69.4915254
"9562","chrY_86793000","86792900",2,5,11,17.8571428,18.6440678
"3340","chrY_86793000","86792900",1,5,7,17.8571429,11.8644068
"17495","chrY_86793900","86793800",3,9,13,100,100
"17496","chrY_86796000","86795900",3,10,7,100,100
"17497","chrY_86797300","86797200",3,18,16,78.2608696,72.7272727
"9563","chrY_86797300","86797200",2,3,3,13.0434783,13.6363636
"3341","chrY_86797300","86797200",1,2,3,8.6956522,13.6363636
"17498","chrY_86798500","86798400",3,14,8,100,100
"17499","chrY_86799000","86798900",3,8,10,88.8888889,76.9230769
"9564","chrY_86799000","86798900",2,1,3,11.1111111,23.0769231
"17500","chrY_86804900","86804800",3,16,20,84.2105263,90.9090909
"9565","chrY_86804900","86804800",2,3,2,15.7894737,9.0909091
"17501","chrY_86806900","86806800",3,23,26,69.6969697,65
"9566","chrY_86806900","86806800",2,4,9,12.1212121,22.5
"3342","chrY_86806900","86806800",1,6,5,18.1818182,12.5
"17502","chrY_86828900","86828800",3,13,7,100,100
"17503","chrY_86830900","86830800",3,13,8,59.0909091,66.6666667
"9567","chrY_86830900","86830800",2,9,4,40.9090909,33.3333333
"17504","chrY_86832300","86832200",3,23,24,65.7142857,68.5714286
"9568","chrY_86832300","86832200",2,1,3,2.8571429,8.5714286
"3343","chrY_86832300","86832200",1,11,8,31.4285714,22.8571429
"17505","chrY_86836700","86836600",3,6,15,28.5714286,44.1176471
"9569","chrY_86836700","86836600",2,6,10,28.5714285,29.4117648
"3344","chrY_86836700","86836600",1,9,9,42.8571429,26.4705882
"17506","chrY_86838200","86838100",3,8,12,57.1428571,50
"9570","chrY_86838200","86838100",2,4,10,28.5714286,41.6666667
"3345","chrY_86838200","86838100",1,2,2,14.2857143,8.3333333
"17507","chrY_86884500","86884400",3,7,7,70,46.6666667
"9571","chrY_86884500","86884400",2,2,4,20,26.6666667
"3346","chrY_86884500","86884400",1,1,4,10,26.6666667
"17508","chrY_86909200","86909100",3,10,9,83.3333333,52.9411765
"9572","chrY_86909200","86909100",2,2,8,16.6666667,47.0588235
"17509","chrY_86926300","86926200",3,9,16,52.9411765,69.5652174
"9573","chrY_86926300","86926200",2,4,1,23.5294118,4.3478261
"3347","chrY_86926300","86926200",1,4,6,23.5294118,26.0869565
"17510","chrY_86930000","86929900",3,3,12,17.6470588,50
"9574","chrY_86930000","86929900",2,8,7,47.0588235,29.1666666
"3348","chrY_86930000","86929900",1,6,5,35.2941176,20.8333333
"17511","chrY_86944900","86944800",3,23,18,62.1621622,50
"9575","chrY_86944900","86944800",2,4,8,10.8108108,22.2222222
"3349","chrY_86944900","86944800",1,10,10,27.027027,27.7777778
"17512","chrY_86960900","86960800",3,7,13,21.875,30.952381
"9576","chrY_86960900","86960800",2,18,16,56.25,38.0952381
"3350","chrY_86960900","86960800",1,7,13,21.875,30.952381
"17513","chrY_86964200","86964100",3,5,6,35.7142857,26.0869565
"9577","chrY_86964200","86964100",2,9,17,64.2857143,73.9130435
"17514","chrY_86965500","86965400",3,16,23,84.2105263,92
"9578","chrY_86965500","86965400",2,3,2,15.7894737,8
"17515","chrY_86974800","86974700",3,38,48,70.3703704,87.2727273
"9579","chrY_86974800","86974700",2,10,5,18.5185186,9.0909091
"3351","chrY_86974800","86974700",1,6,2,11.1111111,3.6363636
"17516","chrY_86980400","86980300",3,20,11,100,100
"17517","chrY_86984200","86984100",3,13,11,100,100
"17518","chrY_87020200","87020100",3,5,10,55.5555556,76.9230769
"9580","chrY_87020200","87020100",2,4,3,44.4444444,23.0769231
"17519","chrY_87026000","87025900",3,5,13,62.5,92.8571429
"9581","chrY_87026000","87025900",2,3,1,37.5,7.1428571
"17520","chrY_87026200","87026100",3,12,5,70.5882353,35.7142857
"9582","chrY_87026200","87026100",2,5,9,29.4117647,64.2857143
"17521","chrY_87027600","87027500",3,3,8,18.75,36.3636364
"9583","chrY_87027600","87027500",2,7,9,43.75,40.9090909
"3352","chrY_87027600","87027500",1,6,5,37.5,22.7272727
"17522","chrY_87036300","87036200",3,13,9,52,50
"9584","chrY_87036300","87036200",2,12,9,48,50
"17523","chrY_87038100","87038000",3,22,14,100,77.7777778
"9585","chrY_87038100","87038000",2,0,4,0,22.2222222
"17524","chrY_87038400","87038300",3,10,11,34.4827586,55
"9586","chrY_87038400","87038300",2,11,7,37.9310344,35
"3353","chrY_87038400","87038300",1,8,2,27.5862069,10
"17525","chrY_87059700","87059600",3,7,16,38.8888889,57.1428571
"9587","chrY_87059700","87059600",2,7,8,38.8888889,28.5714286
"3354","chrY_87059700","87059600",1,4,4,22.2222222,14.2857143
"17526","chrY_87063800","87063700",3,5,5,33.3333333,38.4615385
"9588","chrY_87063800","87063700",2,10,3,66.6666667,23.0769231
"3355","chrY_87063800","87063700",1,0,5,0,38.4615385
"17527","chrY_87064400","87064300",3,17,11,100,100
"17528","chrY_87065200","87065100",3,10,12,71.4285714,92.3076923
"9589","chrY_87065200","87065100",2,4,1,28.5714286,7.6923077
"17529","chrY_87073500","87073400",3,24,43,96,72.8813559
"9590","chrY_87073500","87073400",2,1,12,4,20.338983
"3356","chrY_87073500","87073400",1,0,4,0,6.779661
"17530","chrY_87073800","87073700",3,15,4,71.4285714,26.6666667
"9591","chrY_87073800","87073700",2,3,8,14.2857143,53.3333333
"3357","chrY_87073800","87073700",1,3,3,14.2857143,20
"17531","chrY_87075400","87075300",3,8,12,30.7692308,29.2682927
"9592","chrY_87075400","87075300",2,11,22,42.3076923,53.6585366
"3358","chrY_87075400","87075300",1,7,7,26.9230769,17.0731707
"17532","chrY_87078400","87078300",3,22,25,64.7058824,78.125
"9593","chrY_87078400","87078300",2,12,7,35.2941176,21.875
"17533","chrY_87078500","87078400",3,33,31,75,77.5
"9594","chrY_87078500","87078400",2,11,9,25,22.5
"17534","chrY_87078600","87078500",3,21,17,100,100
"17535","chrY_87079700","87079600",3,18,15,69.2307692,68.1818182
"9595","chrY_87079700","87079600",2,6,5,23.076923,22.7272727
"3359","chrY_87079700","87079600",1,2,2,7.6923077,9.0909091
"17536","chrY_87081100","87081000",3,6,11,60,55
